freelancer_id,year,quarter,city,gender,age,age_missing_flag,education_level,edu_missing_flag,english_proficiency,english_missing_flag,platform,profile_level,skill_category,primary_skill,account_age_years,experience_years,exp_missing_flag,profile_complete_pct,profile_missing_flag,hourly_rate_usd,monthly_active_hours,hours_missing_flag,monthly_earnings_usd,pkr_usd_rate,monthly_earnings_pkr,jobs_completed,review_score,review_missing_flag,job_success_score_pct,jss_missing_flag,repeat_client_rate_pct,repeat_missing_flag,primary_client_region,payment_method,freelancing_as_primary_income
PK-FL-02524,2019,Q2,Larkana,Female,39.0,0,Matric/O-Levels,0,Basic,0,Fiverr,Level 2,Digital Marketing,Influencer Marketing,3.0,2.8,0,91.0,0,18.5,84.0,0,1197.0,148.3,177515.0,85,4.0,0,,1,37.0,0,Europe,Bank Transfer,Yes
PK-FL-02525,2023,Q4,Sialkot,Male,41.0,0,Intermediate/A-Levels,0,Fluent,0,Upwork,Top Rated,Graphic Design,3D Modeling,1.8,1.2,0,96.0,0,7.2,111.0,0,468.0,231.1,108155.0,63,4.8,0,90.0,0,63.0,0,USA,Payoneer + Bank Transfer,No - Student
PK-FL-02526,2017,Q3,Islamabad,Male,30.0,0,Master's,0,Native/Bilingual,0,Fiverr,Level 1,Video Editing,VFX/After Effects,0.6,0.7,0,89.0,0,4.4,47.0,0,183.0,108.7,19892.0,6,4.0,0,,1,46.0,0,UK,Payoneer + Wise,Yes
PK-FL-02527,2021,Q4,Karachi,Male,20.0,0,Matric/O-Levels,0,Conversational,0,Upwork,No Badge,Mobile App Development,Flutter,1.2,1.0,0,80.0,0,37.3,58.0,0,1980.0,174.3,345114.0,1,4.9,0,,1,22.0,0,USA,Payoneer + Skrill,Yes
PK-FL-02528,2021,Q4,Lahore,Male,34.0,0,Matric/O-Levels,0,Fluent,0,Freelancer.com,Verified Pro,Content Writing,Product Descriptions,6.5,4.5,0,92.0,0,21.2,30.0,0,393.0,168.4,66181.0,792,4.4,0,,1,0.0,0,USA,Wise,No - Side Income
PK-FL-02529,2019,Q4,Lahore,Male,40.0,0,Self-taught/No Formal Degree,0,Fluent,0,Freelancer.com,Pro Freelancer,E-commerce,Etsy Optimization,3.8,2.1,1,94.0,0,16.5,168.0,0,2529.0,149.8,378844.0,321,4.4,0,,1,8.0,0,USA,Payoneer + Wise,No - Side Income
PK-FL-02530,2022,Q4,Faisalabad,Male,37.0,0,Master's,0,Native/Bilingual,0,Freelancer.com,New Member,Mobile App Development,Xamarin,7.4,4.7,0,79.0,0,38.2,153.0,0,3877.0,219.6,851389.0,16,4.0,0,,1,26.0,0,Europe,Payoneer,Yes
PK-FL-02531,2020,Q2,Faisalabad,Male,32.0,0,Bachelor's,0,Conversational,0,Fiverr,Level 2,Web Development,Full Stack (MERN),5.6,1.2,0,98.0,0,6.1,48.0,0,275.0,167.4,46035.0,119,4.5,0,,1,40.0,0,Europe,Bank Transfer,Yes
PK-FL-02532,2022,Q4,Lahore,Female,18.0,0,Matric/O-Levels,0,Conversational,0,Upwork,Top Rated,Video Editing,Colour Grading,2.6,0.5,0,91.0,0,34.2,113.0,0,2646.0,203.8,539255.0,41,4.6,0,90.0,0,33.0,1,USA,Payoneer,No - Student
PK-FL-02533,2024,Q1,Faisalabad,Male,24.0,0,Bachelor's,1,Native/Bilingual,0,Freelancer.com,New Member,Web Development,Next.js,8.9,5.2,0,75.0,0,13.1,34.0,0,331.0,279.1,92382.0,3,4.1,0,,1,17.0,0,UK,Payoneer,No - Side Income
PK-FL-02534,2021,Q4,Rawalpindi,Female,36.0,0,Master's,0,Conversational,0,Fiverr,Level 2,AI & Machine Learning,Computer Vision,1.9,0.8,0,90.0,0,18.1,20.0,0,331.0,171.8,56866.0,72,4.5,0,,1,35.0,0,Mixed,Skrill,Yes
PK-FL-02535,2018,Q3,Quetta,Male,33.0,0,Self-taught/No Formal Degree,0,Fluent,0,Upwork,Top Rated,Graphic Design,Motion Graphics,2.2,3.4,0,91.0,0,20.4,148.0,0,2156.0,128.8,277693.0,131,4.5,0,92.0,0,33.0,1,USA,Skrill,Yes
PK-FL-02536,2020,Q2,Faisalabad,Female,45.0,0,Bachelor's,0,Fluent,0,Upwork,Top Rated,Web Development,Django,5.6,2.1,0,88.0,0,7.4,156.0,0,928.0,160.6,149037.0,62,4.6,0,94.0,0,36.0,0,USA,Wise,No - Student
PK-FL-02537,2022,Q4,Karachi,Male,36.0,0,Master's,0,Fluent,0,Fiverr,Top Rated Seller,Graphic Design,Social Media Design,1.7,2.1,0,91.0,0,12.4,139.0,0,1049.0,227.6,238752.0,335,4.6,0,,1,28.0,0,Europe,Wise,Yes
PK-FL-02538,2022,Q4,Quetta,Male,41.0,0,Self-taught/No Formal Degree,0,Fluent,0,Upwork,No Badge,Accounting & Finance,Payroll,3.3,1.6,0,88.0,1,9.2,73.0,0,432.0,200.3,86530.0,3,4.9,0,,1,10.0,0,USA,Payoneer,Yes
PK-FL-02539,2022,Q1,Sialkot,Male,44.0,0,Bachelor's,0,Fluent,0,Fiverr,New Seller,Web Development,React.js,6.7,6.4,0,96.0,0,25.0,32.0,0,776.0,224.1,173902.0,7,3.6,0,,1,33.0,0,USA,Wise,Yes
PK-FL-02540,2021,Q2,Peshawar,Male,22.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 2,Mobile App Development,iOS (Swift),2.2,1.1,0,85.0,0,39.9,62.0,0,1613.0,175.2,282598.0,114,3.7,0,,1,3.0,0,South Asia,Wise,Yes
PK-FL-02541,2022,Q3,Lahore,Male,39.0,0,Bachelor's,0,Conversational,0,Fiverr,Level 2,Content Writing,Copywriting,3.0,1.0,0,65.0,0,13.8,102.0,0,1405.0,200.4,281562.0,108,3.8,0,,1,42.0,0,South Asia,Wise,No - Side Income
PK-FL-02542,2020,Q4,Rawalpindi,Male,29.0,0,Bachelor's,0,Fluent,0,Fiverr,New Seller,Graphic Design,Logo Design,2.3,3.3,0,81.0,0,9.0,72.0,0,467.0,162.5,75888.0,1,4.4,0,,1,28.0,0,Middle East,Payoneer + Wise,Yes
PK-FL-02543,2024,Q4,Gujranwala,Male,36.0,0,Bachelor's,0,Fluent,0,Upwork,Top Rated Plus,Graphic Design,Brand Identity,4.6,5.7,0,90.0,0,20.3,156.0,0,2412.0,280.6,676807.0,189,4.7,0,94.0,0,54.0,0,Canada,Wise,No - Student
PK-FL-02544,2024,Q3,Rawalpindi,Female,41.0,0,Matric/O-Levels,0,Fluent,0,Fiverr,Level 1,Digital Marketing,SEO,6.8,1.9,0,64.0,0,31.9,67.0,0,1408.0,283.7,399450.0,52,4.4,0,,1,31.0,0,USA,Payoneer + Skrill,No - Side Income
PK-FL-02545,2019,Q4,Attock,Male,18.0,0,Bachelor's,1,Fluent,0,Freelancer.com,New Member,Content Writing,Technical Writing,0.7,0.5,0,63.0,0,4.4,149.0,0,606.0,144.1,87325.0,2,4.9,0,,1,15.0,0,USA,Payoneer + Wise,Yes
PK-FL-02546,2021,Q1,Lahore,Male,31.0,0,Bachelor's,0,Basic,0,Fiverr,Top Rated Seller,AI & Machine Learning,Computer Vision,6.4,6.9,0,91.0,0,61.0,70.0,0,2995.0,171.9,514840.0,455,4.7,0,,1,56.0,0,Canada,Payoneer,Yes
PK-FL-02547,2022,Q3,Lahore,Male,45.0,0,Self-taught/No Formal Degree,0,Conversational,0,Upwork,No Badge,Digital Marketing,Influencer Marketing,0.8,1.3,0,75.0,0,20.7,40.0,0,688.0,223.6,153837.0,0,,1,,1,42.0,0,UK,Payoneer + Skrill,Yes
PK-FL-02548,2016,Q3,Rawalpindi,Female,31.0,0,Master's,0,Basic,0,Upwork,Top Rated,Data Entry & Virtual Assistant,Virtual Assistant,0.7,2.1,0,97.0,0,7.6,122.0,0,735.0,104.3,76660.0,44,4.9,0,91.0,0,62.0,0,Europe,JazzCash/Easypaisa,No - Student
PK-FL-02549,2020,Q4,Lahore,Male,38.0,0,Bachelor's,0,Conversational,0,Fiverr,Level 2,Web Development,WordPress,5.4,5.2,0,78.0,0,16.9,41.0,0,470.0,160.7,75529.0,66,4.9,0,,1,26.0,0,Mixed,Payoneer + Skrill,Yes
PK-FL-02550,2016,Q2,Lahore,Male,44.0,0,Bachelor's,0,Conversational,0,Upwork,Rising Talent,Mobile App Development,React Native,0.6,1.6,0,67.0,0,11.6,48.0,0,312.0,104.4,32573.0,7,3.6,0,81.0,0,25.0,0,Europe,Payoneer + Wise,Yes
PK-FL-02551,2016,Q1,Karachi,Male,25.0,0,Bachelor's,0,Conversational,0,Fiverr,Level 2,Video Editing,Corporate Video,0.2,0.3,0,99.0,0,8.5,142.0,0,1016.0,104.7,106375.0,27,4.0,0,,1,3.0,0,UK,Wise,No - Side Income
PK-FL-02552,2023,Q3,Karachi,Male,18.0,0,Bachelor's,0,Conversational,0,Upwork,Rising Talent,Mobile App Development,React Native,4.6,0.5,0,80.0,0,22.8,92.0,1,834.0,279.7,233270.0,36,3.9,0,86.0,0,52.0,0,USA,JazzCash/Easypaisa,No - Side Income
PK-FL-02553,2021,Q3,Multan,Female,24.0,0,Bachelor's,0,Native/Bilingual,0,Freelancer.com,Preferred Freelancer,Graphic Design,Flyer/Poster Design,3.5,4.9,0,87.0,0,5.5,48.0,0,230.0,173.6,39928.0,53,4.5,0,,1,50.0,0,USA,Wise,Yes
PK-FL-02554,2016,Q2,Lahore,Male,27.0,0,Self-taught/No Formal Degree,0,Fluent,0,Fiverr,Level 2,AI & Machine Learning,NLP,0.5,1.7,0,79.0,0,8.8,59.0,0,315.0,104.6,32949.0,36,4.3,0,,1,26.0,0,USA,Bank Transfer,No - Student
PK-FL-02555,2019,Q1,Islamabad,Male,33.0,0,Bachelor's,0,Basic,0,Freelancer.com,Verified Pro,Graphic Design,Motion Graphics,4.0,1.2,0,96.0,0,11.6,89.0,0,642.0,151.7,97391.0,602,3.9,0,,1,22.0,0,USA,Payoneer,Yes
PK-FL-02556,2022,Q1,Dera Ghazi Khan,Male,27.0,0,Self-taught/No Formal Degree,0,Fluent,0,Upwork,Top Rated,Content Writing,Blog Writing,0.7,2.1,1,94.0,0,14.3,26.0,0,341.0,210.5,71780.0,57,4.6,0,90.0,0,61.0,0,USA,Bank Transfer,Yes
PK-FL-02557,2023,Q4,Lahore,Male,41.0,0,Bachelor's,0,Fluent,0,Upwork,No Badge,Digital Marketing,Influencer Marketing,5.9,2.5,0,88.0,1,7.9,153.0,0,684.0,264.4,180850.0,4,3.4,0,70.0,0,12.0,0,UK,Payoneer,No - Side Income
PK-FL-02558,2025,Q1,Lahore,Male,39.0,0,Intermediate/A-Levels,0,Fluent,0,Fiverr,Pro Verified,Video Editing,Subtitles & Captions,10.0,10.7,0,97.0,0,62.5,73.0,0,3973.0,284.3,1129524.0,886,5.0,0,,1,59.0,0,Canada,Payoneer,Yes
PK-FL-02559,2023,Q2,Islamabad,Male,26.0,0,Self-taught/No Formal Degree,0,Fluent,0,Freelancer.com,Verified Pro,Graphic Design,Illustration,4.9,5.6,0,97.0,0,44.8,72.0,0,2727.0,233.3,636209.0,619,3.9,0,,1,0.0,0,USA,Payoneer + Wise,No - Side Income
PK-FL-02560,2018,Q4,Gujranwala,Female,32.0,0,Bachelor's,0,Basic,0,Freelancer.com,Pro Freelancer,Digital Marketing,Influencer Marketing,1.6,2.9,0,96.0,0,11.3,84.0,0,851.0,128.3,109183.0,123,4.6,0,,1,1.0,0,USA,Bank Transfer,Yes
PK-FL-02561,2025,Q2,Lahore,Male,31.0,0,Bachelor's,0,Fluent,1,Upwork,Rising Talent,E-commerce,Dropshipping Setup,2.4,2.9,0,61.0,0,23.3,107.0,0,1695.0,281.6,477312.0,8,4.5,0,78.0,0,39.0,0,Europe,Payoneer + Wise,No - Side Income
PK-FL-02562,2025,Q1,Jhelum,Male,31.0,1,Master's,0,Fluent,1,Freelancer.com,Pro Freelancer,AI & Machine Learning,LLM Fine-tuning,4.5,5.3,0,93.0,0,55.6,31.0,0,1177.0,281.7,331561.0,307,4.6,0,,1,39.0,0,South Asia,Skrill,Yes
PK-FL-02563,2023,Q2,Kasur,Female,35.0,0,Master's,0,Fluent,0,Fiverr,Level 2,Cybersecurity,OSINT,0.6,0.8,0,83.0,0,84.0,115.0,0,7847.0,256.2,2010401.0,30,4.8,0,,1,48.0,0,Europe,Payoneer,Yes
PK-FL-02564,2019,Q1,Bahawalpur,Male,34.0,0,Master's,0,Fluent,0,Upwork,No Badge,Digital Marketing,Pinterest Marketing,4.1,1.6,0,82.0,0,13.6,27.0,0,295.0,148.6,43837.0,5,4.5,0,62.0,0,14.0,0,USA,Payoneer + Bank Transfer,Yes
PK-FL-02565,2024,Q1,Rahim Yar Khan,Female,18.0,0,Bachelor's,0,Fluent,0,Upwork,No Badge,AI & Machine Learning,Computer Vision,9.4,0.5,0,61.0,0,59.7,21.0,0,960.0,282.6,271296.0,10,5.0,0,62.0,0,33.0,1,UK,JazzCash/Easypaisa,No - Side Income
PK-FL-02566,2024,Q1,Lahore,Female,42.0,0,Self-taught/No Formal Degree,0,Fluent,0,Freelancer.com,New Member,Graphic Design,UI/UX Design,0.4,1.1,0,66.0,0,7.6,119.0,0,576.0,280.3,161453.0,0,,1,,1,1.0,0,Middle East,Payoneer + Wise,Yes
PK-FL-02567,2020,Q3,Lahore,Male,33.0,0,Self-taught/No Formal Degree,0,Fluent,0,Fiverr,Level 1,Video Editing,Corporate Video,4.1,0.7,0,85.0,0,22.6,88.0,0,1481.0,162.0,239922.0,40,3.2,0,,1,33.0,1,USA,Payoneer + Wise,No - Side Income
PK-FL-02568,2023,Q1,Islamabad,Male,22.0,0,Self-taught/No Formal Degree,0,Native/Bilingual,0,Upwork,No Badge,Cybersecurity,Bug Bounty,4.3,4.0,0,73.0,0,26.4,99.0,0,1442.0,272.1,392368.0,0,,1,,1,26.0,0,UK,Payoneer,No - Student
PK-FL-02569,2020,Q1,Karachi,Male,43.0,0,Bachelor's,0,Conversational,0,Freelancer.com,Pro Freelancer,AI & Machine Learning,Python/ML,0.3,0.9,0,98.0,0,24.9,68.0,0,1592.0,165.7,263794.0,50,5.0,0,,1,12.0,0,USA,Payoneer,Yes
PK-FL-02570,2017,Q3,Karachi,Female,18.0,0,Master's,0,Native/Bilingual,0,Fiverr,Level 1,Graphic Design,UI/UX Design,2.3,0.5,0,77.0,0,12.2,157.0,0,1162.0,108.8,126426.0,30,4.7,0,,1,8.0,0,Europe,JazzCash/Easypaisa,Yes
PK-FL-02571,2022,Q4,Larkana,Male,33.0,0,Self-taught/No Formal Degree,0,Fluent,0,Fiverr,Level 1,Cybersecurity,Web App Security,6.5,2.1,1,75.0,0,33.5,110.0,0,2064.0,190.7,393605.0,59,3.3,0,,1,10.0,0,UK,Payoneer + Wise,Yes
PK-FL-02572,2024,Q2,Lahore,Male,23.0,0,Bachelor's,0,Native/Bilingual,0,Upwork,Rising Talent,Web Development,PHP/Laravel,1.0,0.7,0,65.0,0,16.7,92.0,1,1855.0,284.3,527376.0,4,4.2,0,88.0,0,53.0,0,Europe,Payoneer,No - Side Income
PK-FL-02573,2020,Q2,Karachi,Male,35.0,0,Master's,0,Native/Bilingual,0,Fiverr,Top Rated Seller,Graphic Design,3D Modeling,0.9,1.6,0,97.0,0,15.8,100.0,0,1381.0,167.6,231456.0,158,4.8,0,,1,39.0,0,Middle East,Bank Transfer,Yes
PK-FL-02574,2020,Q2,Faisalabad,Male,31.0,0,Master's,0,Conversational,0,Upwork,Expert-Vetted,Web Development,TypeScript,4.7,2.9,0,98.0,0,60.9,22.0,0,1220.0,162.7,198494.0,486,4.5,0,97.0,0,18.0,0,Mixed,Payoneer,Yes
PK-FL-02575,2018,Q1,Dera Ismail Khan,Male,38.0,0,Bachelor's,0,Fluent,0,Upwork,Rising Talent,Mobile App Development,Xamarin,0.9,0.4,0,79.0,0,41.4,93.0,0,3771.0,131.4,495509.0,6,4.1,0,74.0,0,0.0,0,UK,Payoneer + Bank Transfer,Yes
PK-FL-02576,2024,Q2,Karachi,Male,23.0,0,Intermediate/A-Levels,0,Native/Bilingual,0,Fiverr,Level 2,Graphic Design,Flyer/Poster Design,0.7,0.8,0,66.0,0,23.3,66.0,0,1033.0,283.5,292856.0,40,4.2,0,,1,43.0,0,USA,Wise,Yes
PK-FL-02577,2019,Q4,Sialkot,Male,39.0,0,Intermediate/A-Levels,0,Conversational,0,Fiverr,Top Rated Seller,Video Editing,YouTube Editing,2.2,1.4,0,91.0,0,25.9,54.0,0,1029.0,153.0,157437.0,114,4.5,0,,1,31.0,0,USA,Skrill,Yes
PK-FL-02578,2023,Q4,Mardan,Male,34.0,0,Bachelor's,0,Conversational,0,Fiverr,Level 1,Mobile App Development,Flutter,3.0,2.1,1,91.0,0,41.0,109.0,0,3890.0,234.4,911816.0,16,4.9,0,,1,50.0,0,USA,Bank Transfer,No - Side Income
PK-FL-02579,2019,Q3,Lahore,Female,25.0,0,Bachelor's,0,Fluent,0,Upwork,No Badge,Digital Marketing,Pinterest Marketing,3.7,2.2,0,79.0,0,21.8,45.0,0,615.0,145.1,89236.0,5,3.9,0,72.0,0,31.0,0,South Asia,Wise,Yes
PK-FL-02580,2021,Q4,Lahore,Female,36.0,0,Self-taught/No Formal Degree,0,Conversational,0,Fiverr,Level 1,Mobile App Development,App UI/UX,5.3,4.6,0,93.0,0,34.5,120.0,0,3921.0,173.2,679117.0,57,4.8,0,,1,16.0,0,Australia,Payoneer,Yes
PK-FL-02581,2019,Q3,Peshawar,Male,36.0,0,Bachelor's,0,Fluent,0,Fiverr,Top Rated Seller,Web Development,Django,2.0,0.6,0,95.0,0,43.4,30.0,0,812.0,148.0,120176.0,350,5.0,0,,1,52.0,0,Canada,Payoneer + Wise,No - Student
PK-FL-02582,2019,Q2,Sialkot,Male,40.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 1,Graphic Design,Motion Graphics,1.9,3.3,0,90.0,0,16.5,105.0,0,1210.0,150.4,181984.0,29,3.5,0,,1,18.0,0,Europe,Wise,Yes
PK-FL-02583,2022,Q4,Islamabad,Male,39.0,0,Bachelor's,0,Native/Bilingual,0,Fiverr,Level 1,Digital Marketing,Google Ads,0.8,2.3,0,76.0,0,30.1,82.0,0,1572.0,187.6,294907.0,14,4.4,0,,1,49.0,0,USA,Payoneer + Bank Transfer,Yes
PK-FL-02584,2020,Q2,Faisalabad,Male,30.0,0,Master's,0,Fluent,0,Upwork,Expert-Vetted,Digital Marketing,Pinterest Marketing,1.6,1.4,0,94.0,0,63.3,141.0,0,6429.0,158.5,1018996.0,180,5.0,0,97.0,0,53.0,0,Mixed,Payoneer + Bank Transfer,Yes
PK-FL-02585,2025,Q1,Karachi,Male,24.0,0,Bachelor's,0,Conversational,0,Fiverr,Top Rated Seller,Data Entry & Virtual Assistant,Transcription,7.5,6.0,0,92.0,0,11.2,149.0,0,1272.0,281.1,357559.0,642,4.4,0,,1,60.0,0,Australia,Bank Transfer,Yes
PK-FL-02586,2025,Q1,Multan,Female,25.0,0,Self-taught/No Formal Degree,0,Conversational,0,Fiverr,Top Rated Seller,Mobile App Development,Android (Kotlin),6.5,2.1,0,99.0,0,58.8,144.0,0,6228.0,280.0,1743840.0,461,4.7,0,,1,65.0,0,Australia,Payoneer + Wise,No - Side Income
PK-FL-02587,2024,Q3,Faisalabad,Male,39.0,0,Bachelor's,0,Fluent,0,Upwork,Top Rated Plus,Content Writing,Copywriting,8.1,3.9,0,96.0,0,12.1,31.0,0,299.0,281.2,84079.0,296,5.0,0,94.0,0,46.0,0,Australia,JazzCash/Easypaisa,No - Student
PK-FL-02588,2022,Q1,Multan,Female,18.0,0,Bachelor's,0,Fluent,0,Upwork,No Badge,Web Development,Full Stack (MERN),2.0,0.5,0,85.0,0,23.4,167.0,0,2344.0,226.6,531150.0,0,,1,,1,27.0,0,Canada,Bank Transfer,Yes
PK-FL-02589,2025,Q2,Islamabad,Female,31.0,0,Intermediate/A-Levels,0,Fluent,0,Upwork,Top Rated Plus,Web Development,PHP/Laravel,7.4,3.5,0,96.0,0,66.5,67.0,0,4272.0,280.7,1199150.0,555,4.5,0,98.0,0,53.0,0,UK,Payoneer,Yes
PK-FL-02590,2023,Q4,Karachi,Male,26.0,0,Self-taught/No Formal Degree,0,Fluent,0,Freelancer.com,Pro Freelancer,Digital Marketing,Facebook Ads,0.9,2.1,1,95.0,0,13.0,135.0,0,1086.0,274.0,297564.0,50,4.3,0,,1,3.0,0,UK,Payoneer,No - Student
PK-FL-02591,2023,Q1,Lahore,Female,42.0,0,Self-taught/No Formal Degree,0,Native/Bilingual,0,Upwork,Top Rated,Digital Marketing,TikTok Ads,6.8,5.5,0,91.0,0,45.3,117.0,0,3970.0,240.9,956373.0,200,4.5,0,90.0,0,50.0,0,USA,Payoneer + Wise,No - Side Income
PK-FL-02592,2023,Q4,Peshawar,Male,39.0,0,Bachelor's,0,Conversational,0,Fiverr,New Seller,Mobile App Development,App UI/UX,5.2,2.1,1,86.0,0,34.8,166.0,0,4914.0,250.6,1231448.0,0,,1,,1,12.0,0,USA,Payoneer,Yes
PK-FL-02593,2016,Q4,Quetta,Male,26.0,0,Bachelor's,0,Conversational,0,Upwork,No Badge,Cybersecurity,Cloud Security,1.7,1.1,0,53.0,0,10.4,167.0,0,1447.0,104.9,151790.0,4,5.0,0,80.0,0,22.0,0,USA,Payoneer + Bank Transfer,No - Student
PK-FL-02594,2024,Q3,Karachi,Male,43.0,0,Self-taught/No Formal Degree,0,Fluent,0,Upwork,Rising Talent,Web Development,PHP/Laravel,3.3,4.2,0,88.0,0,48.8,122.0,0,4931.0,282.6,1393501.0,23,4.9,0,77.0,0,26.0,0,USA,Payoneer + Wise,Yes
PK-FL-02595,2021,Q4,Gujranwala,Female,42.0,0,Master's,0,Fluent,0,Upwork,Rising Talent,AI & Machine Learning,NLP,4.1,4.6,0,97.0,0,69.2,87.0,0,4001.0,171.9,687772.0,21,4.4,0,81.0,0,29.0,0,Australia,Skrill,No - Side Income
PK-FL-02596,2020,Q1,Faisalabad,Female,38.0,0,Bachelor's,0,Conversational,0,Upwork,Top Rated Plus,AI & Machine Learning,NLP,0.2,0.8,0,94.0,0,87.2,86.0,0,5709.0,158.0,902022.0,53,4.6,0,97.0,0,49.0,0,USA,JazzCash/Easypaisa,Yes
PK-FL-02597,2024,Q3,Hyderabad,Male,21.0,0,Master's,0,Basic,0,Freelancer.com,Pro Freelancer,Content Writing,Copywriting,1.4,0.7,0,99.0,0,9.5,162.0,0,1451.0,279.6,405700.0,149,4.1,0,,1,31.0,0,UK,Bank Transfer,Yes
PK-FL-02598,2023,Q2,Lahore,Male,18.0,0,Intermediate/A-Levels,0,Conversational,0,Upwork,No Badge,Web Development,Next.js,2.4,0.5,0,95.0,0,23.4,92.0,1,2127.0,283.9,603855.0,3,4.4,0,,1,33.0,1,Middle East,Wise,Yes
PK-FL-02599,2021,Q4,Islamabad,Male,35.0,0,Bachelor's,1,Conversational,0,Fiverr,Level 2,Cybersecurity,Cloud Security,2.7,2.5,0,91.0,0,49.1,123.0,0,5868.0,171.1,1004015.0,133,4.8,0,,1,33.0,1,Canada,Wise,No - Side Income
PK-FL-02600,2024,Q2,Multan,Female,35.0,0,Intermediate/A-Levels,0,Fluent,1,Upwork,Rising Talent,AI & Machine Learning,Python/ML,1.3,2.3,0,68.0,0,40.2,84.0,0,2208.0,280.2,618682.0,5,3.7,0,89.0,0,35.0,0,UK,Payoneer + Wise,Yes
PK-FL-02601,2021,Q2,Lahore,Male,31.0,1,Master's,0,Fluent,0,Fiverr,Top Rated Seller,Content Writing,Copywriting,1.7,2.4,0,90.0,0,9.9,99.0,0,828.0,171.9,142333.0,126,4.4,0,,1,71.0,0,USA,Bank Transfer,No - Student
PK-FL-02602,2021,Q2,Lahore,Female,31.0,0,Self-taught/No Formal Degree,0,Fluent,0,Fiverr,Level 2,Web Development,PHP/Laravel,7.0,1.3,0,63.0,0,22.8,168.0,0,3115.0,176.9,551044.0,131,3.9,0,,1,48.0,0,Middle East,Payoneer + Wise,Yes
PK-FL-02603,2023,Q3,Karachi,Female,36.0,0,Intermediate/A-Levels,0,Fluent,0,Freelancer.com,Pro Freelancer,Video Editing,Podcast Editing,0.5,1.4,0,90.0,0,46.1,99.0,0,4182.0,281.1,1175560.0,69,3.8,0,,1,3.0,0,UK,Bank Transfer,No - Student
PK-FL-02604,2024,Q1,Sargodha,Female,30.0,0,Bachelor's,0,Basic,0,Upwork,No Badge,Web Development,Vue.js,1.9,1.9,0,86.0,0,15.5,99.0,0,857.0,279.8,239789.0,0,,1,,1,36.0,0,USA,Payoneer + Bank Transfer,Yes
PK-FL-02605,2024,Q4,Karachi,Male,31.0,0,Bachelor's,0,Fluent,0,Upwork,Top Rated Plus,Data Entry & Virtual Assistant,Data Entry,5.8,2.4,0,88.0,0,15.4,79.0,0,761.0,284.1,216200.0,178,4.4,0,95.0,0,58.0,0,USA,Payoneer,Yes
PK-FL-02606,2020,Q2,Jhang,Male,31.0,0,PhD/MPhil,0,Fluent,0,Freelancer.com,Pro Freelancer,Graphic Design,Illustration,2.8,2.6,0,97.0,0,18.7,20.0,0,242.0,155.8,37704.0,222,3.8,0,,1,36.0,0,USA,Payoneer,No - Student
PK-FL-02607,2016,Q3,Sialkot,Male,29.0,0,Bachelor's,0,Fluent,0,Freelancer.com,Preferred Freelancer,Mobile App Development,React Native,0.9,0.5,0,90.0,0,25.2,102.0,0,1483.0,104.2,154529.0,22,3.6,0,,1,23.0,0,Middle East,Payoneer + Wise,Yes
PK-FL-02608,2018,Q4,Hyderabad,Female,44.0,0,Self-taught/No Formal Degree,0,Fluent,0,Upwork,Top Rated,Graphic Design,Motion Graphics,0.7,0.9,0,95.0,0,3.9,16.0,0,42.0,117.6,4939.0,41,4.5,0,95.0,0,38.0,0,USA,Wise,Yes
PK-FL-02609,2019,Q2,Lahore,Female,18.0,0,Master's,0,Conversational,0,Freelancer.com,Preferred Freelancer,Content Writing,Technical Writing,4.5,0.5,0,99.0,0,14.4,68.0,0,748.0,148.8,111302.0,100,4.0,0,,1,2.0,0,USA,Payoneer + Wise,Yes
PK-FL-02610,2023,Q4,Peshawar,Male,28.0,0,Bachelor's,0,Fluent,0,Fiverr,Top Rated Seller,Web Development,Full Stack (MERN),7.2,4.5,0,98.0,0,28.9,52.0,0,833.0,281.3,234323.0,699,4.9,0,,1,54.0,0,USA,Payoneer + Wise,No - Side Income
PK-FL-02611,2023,Q4,Karachi,Male,44.0,0,Self-taught/No Formal Degree,0,Native/Bilingual,0,Fiverr,Top Rated Seller,Content Writing,Technical Writing,0.6,0.8,0,96.0,0,13.0,123.0,0,1100.0,238.3,262130.0,76,4.7,0,,1,70.0,0,USA,Bank Transfer,No - Student
PK-FL-02612,2023,Q1,Islamabad,Female,26.0,0,Bachelor's,0,Native/Bilingual,0,Freelancer.com,Verified Pro,Web Development,WordPress,2.8,0.5,0,90.0,0,34.4,128.0,0,2507.0,262.9,659090.0,578,4.6,0,,1,0.0,0,USA,Payoneer + Bank Transfer,No - Student
PK-FL-02613,2023,Q2,Lahore,Male,30.0,0,Master's,0,Fluent,0,Upwork,No Badge,Content Writing,Copywriting,5.5,0.8,0,81.0,0,4.8,79.0,0,271.0,233.7,63333.0,11,3.4,0,71.0,0,10.0,0,Canada,Payoneer + Skrill,Yes
PK-FL-02614,2024,Q2,Dera Ghazi Khan,Male,45.0,0,Bachelor's,0,Fluent,0,Fiverr,New Seller,Graphic Design,Infographic Design,9.4,1.2,0,89.0,0,18.5,77.0,0,915.0,282.5,258488.0,0,,1,,1,2.0,0,USA,Payoneer + Wise,No - Student
